src,tgt
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 요가는 어떤 식으로 진행하는 거야?
Output:",요가1 일형3 운동1 방법1 무엇1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 요가는 몸을 많이 구부려야 해.
Output:",기도3 일형3 몸1 많다1 필요1 구형1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 요가 하는 시간은 어떻게 구성이 돼?
Output:",기도3 일형3 표2 때2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 요가의 가장 이로운 효과가 뭐야?
Output:",기도3 일형3 이익1 무엇1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 근육을 키우고 싶은데 근육이 잘 안 생겨서 고민이야.
Output:",지시2 근육2 원하다1 근육2 안되다1 고민1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 혹시 요가원에서도 싸우는 사람 있니?
Output:",혹시1 기도3 일형3 곳1 말다툼1 사람1 있다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 정말 운이 좋게도 우리 아파트에 헬스장이 있어.
Output:",지시1 아파트1 운동2 곳1 있다1 운1 좋다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 아파트 헬스장은 샤워실이 없어서 사설 헬스장을 이용해.
Output:",아파트1 운동2 곳1 샤워3 물떨어지다3 곳1 없다1 자연3 개인1 운동2 곳1 방문2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 헬스장에서 운동하다가 땀 냄새 많이 나는 사람 본 적 있어?
Output:",운동2 곳1 운동1 구형1 악취1 많다6 사람1 보았다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 혹시 최근에 여행 가고 싶은 사람 있어?
Output:",혹시1 오늘1 여행1 가다1 원하다1 사람1 있다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 자연 경관에는 별로 관심 없니?
Output:",자연3 분위기2 구경1 취미1 없다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나도 사막 투어를 갔었는데 이상한 차도 타고 사막에서 미끄럼틀도 타고 재밌었는데 바람이 너무 많이 불어서 3년 치 모래를 다 먹고 왔어.
Output:",지시1 너나같다1 흙1 구형1 여행1 오가다2 괴팍하다1 승용차1 앉다1# 미끄럼틀2 재미1 바람1 많다6 자연3 흙1 빨아먹다1 크다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 패딩을 하나 구매하고 싶긴 해.
Output:",옷두껍다1 일3 사다1 원하다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 지금 쓰는 핸드폰은 충전을 하면은 작동 시간도 오래가고 터치 오작동도 발생하지 않고 최근에 가장 만족스러웠던 물건들 중에 하난 거 같아.
Output:",요즘1 등수:1등 마음에들다1 물건2 안1 일3 오늘1 사용1 중1 핸드폰1 묻다1# 감소3# 기다리다1 핸드폰4 실수1 없다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 네가 잘 만들 수 있는 음식이 뭐가 있어?
Output:",지시1# 요리1 잘하다2 무엇1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너는 혹시 뱃멀미 같은 거는 없어?
Output:",지시1# 혹시1 배1 어지럽다1 역겹다1 없다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 도서의 가격이 과도하게 규제되고 있다고 생각해.
Output:",지시1 생각2 책1 얼마1 결정1 법1 느끼다1 지시1 엄격하다1 돈1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 도서 정가제를 적용하는 거에 대해서는 어찌 생각을 해?
Output:",책1 얼마1 결정1 선언1 보다1 생각2 무엇1 돈1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 도서 정가제는 완화되거나 철폐돼야 된다고 생각해.
Output:",책1 결정1 선언1 엄격하다1 줄다1 접다1 둘중하나3 필요1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나도 말을 많이 했더니 배고프다.
Output:",지시1 말하다2 잔소리1 배고프다3 너나같다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 좀 있다가 밥 먹으러 갈까?
Output:",기다리다1 먹다1 가다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 못 먹는 음식 있어?
Output:",먹다1 불가능3 있다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 해산물을 못 먹어.
Output:",지시1 바다1 조개1 물고기2 여러가지1 먹다1 못하다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 난 문어나 낙지는 먹어.
Output:",지시1 문어1 오징어1 먹다1 되다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나도 조개 안 좋아해.
Output:",지시1 조개1 취미1 없다1 너나같다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 난 음식을 굉장히 좋아해.
Output:",지시1 먹다1 광분4
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 아는 맛집 같은 거 있어?
Output:",맛있다1 집1 곳1# 있다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 합정에 맛있는 거 어디 있니?
Output:",합정 곳1 맛있다1 어디3
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 합정에는 맛있는 게 하나 있어.
Output:",합정 곳1 맛있다1 일3
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 합정에 뭐가 맛있다고 했었어?
Output:",합정 곳1 맛있다1 말하다1 한적있다2 무엇1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 간단하게 먹자.
Output:",먹다1 간단하다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 어떤 주류를 많이 좋아해?
Output:",술1 종류1 좋다1 무엇1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 난 사실 소주를 가장 좋아해.
Output:",지시1 맞다1 소주1 광분4
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너를 처음 만났었던 게 신입생 환영회 그 술자리였잖아.
Output:",새롭다1 가입1 학생1 박수1 행사1 만나다1 처음1 술1 술먹이다1 맞다4
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 일단 밥을 1차로 먹고 2차로 술집을 가는 건 어떨까?
Output:",등수:1등 먹다5 차 차 술1 술2 함께가다2 괜찮다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 혹시 면이 좋니 밥이 좋니?
Output:",먹다6 원하다1 먹다1 원하다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나 와인에는 약해서 와인 잘 먹진 않아.
Output:",지시1 와인1 마시다1 어긋나다1 어긋나다1 와인1 먹다1 아니다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 점심 너네 집에서 먹고 왔잖아.
Output:",점심1 지시1# 집1 먹다1 끝2 오다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 한식 좋아하지.
Output:",한국1 먹다1 반찬1 좋다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 한식 중식 양식 중에 양식을 제일 좋아하는 거 같아.
Output:",지시1 먹다1 한국1 중국1 서양1 셋중하나1 지시1 서양1 지시1 좋다1 느끼다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 집에서 해 먹는 것도 양식을 주로 해 먹은 거 같아.
Output:",집1 요리1 대부분2 서양1 느끼다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너는 양식 좋아한다 그랬잖아.
Output:",지시1# 서양1 먹다1 좋다1 말하다1 맞다4
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너는 요번에 연말에 여행 안 가?
Output:",지시1# 오늘1 날짜:12월 결국1 여행1 가다1 아니다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너 부산 가 본 적 있어?
Output:",지시1# 부산1 한적있다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 최근에 내 친구가 부산 여행을 다녀왔거든.
Output:",지시1 친구1 며칠전1 부산1 여행1 오가다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 제주도 우도 갔을 때가 제일 좋았던 거 같아.
Output:",제주도1 우도 등수:1등 최고3 느끼다1 오가다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너는 이번에 부산으로 휴가 갈 수도 있잖아?
Output:",지시1# 오늘1 부산1 쉬다1 가다1 가능1 맞다4
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 난 소주 괜찮아.
Output:",지시1 소주1 괜찮다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 동양계 사람들은 알코올 해독력이 낮기 때문에 빨리 먹으면 건강에 매우 안 좋지.
Output:",아시아2 아시아1 사람1 지시1# 술1 가라앉다4 힘1 부족1 자연3 빨리1 마시다1 몸1 건강1 좋다1 아니다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 국밥 옛날엔 좋아했는데 요즘은 많이 피하고 있어.
Output:",옛날4 국물1 먹다1 좋다1 맞다1 오늘1 먹다1 아니다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 제일 맛있었던 돼지국밥이 있을까?
Output:",등수:1등 맛있다1 황홀2 돼지1 국물1 먹다1 있다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 우리 풍무동에 있는 돼지국밥 집인데 정말 맛있더라.
Output:",지시1 집1 풍무 곳1 돼지1 국물1 먹다1 집1 지시1# 맛있다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 난 국밥 좋아하지.
Output:",지시1 국물1 먹다1 좋다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 곰탕도 한번 먹어 보러 가자.
Output:",곰탕 먹다1 보다10 ~하자2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 다들 개강 언제야?
Output:",지시1# 학교1 열다1 언제1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 8월 19일이면은 월요일인가?
Output:",날짜:8월19일 월요일1 맞다4
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 월요일 날부터 학교 가야 돼.
Output:",월요일1 학교1 가다1 시작1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 학교 가기 싫다.
Output:",학교1 가다1 싫다3
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 다들 이번에 몇 학점 들어?
Output:",지시1# 오늘1 공부1 신청1 점수1 얼마1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 이번에 13학점 들어.
Output:",지시1 오늘1 공부1 신청1 점수1 13
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 이번 학기 18학점 들어.
Output:",지시1 오늘1 공부1 신청1 점수1 18
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너희 과 졸업 학점이 몇 학점이었지?
Output:",지시1# 전문1 졸업1 목적1 공부1 가득하다3 점수1 얼마1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너희들 혹시 악기에는 관심 없니?
Output:",지시1# 피아노1 바이올린1 지시1# 관심1 없다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 다들 동아리에는 별로 관심이 없는 거 같구나.
Output:",지시1# 취미1 모임1 관심1 없다1 느끼다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 보통 공부 어디에서 해?
Output:",공부1 대부분2 어디1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 학교 도서관이나 아니면은 스터디 카페를 자주 가는 거 같아.
Output:",지시1 학교1 책1 읽다1 곳1 공부1 카페1 방문2 또1 느끼다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 다들 학교 도서관을 많이 선호한 거 같은데 나는 학교 도서관에서 공부를 하고 있으면은 오히려 잠이 오더라고.
Output:",학교1 책1 읽다1 곳1 방문2 대부분2 느끼다1 지시1 학교1 책1 읽다1 곳1 공부1 구형1 자다1 기름1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 어렸을 때 어머니가 강아지를 가져오셨어.
Output:",지시1 아이1 꼬마1 때1 엄마1 개1 구형1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 강아지를 키우는 게 갓난아이 키우는 거랑 비슷하게 돈이 들잖아?
Output:",개1 키우다1 아이1 아이2 키우다1 돈1 사용1 비슷하다1 맞다4
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 우리 다음에 유기 동물 보호 센터라도 같이 가 볼래?
Output:",지시1# 다음1 버리다1 동물1 검사1 보호2 센터1 함께가다2 보다10
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 만약에 고양이 키우게 되면은 내 동생처럼 아껴 주고 아주 잘 키울 거 같아.
Output:",지시1 만약2 고양이1 키우다1 지시2 여동생1 같다6 사랑1 잘하다1 키우다1 느끼다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 우리 다음 주에 같이 펫 숍에 가는 걸로 하자.
Output:",지시1# 날짜(활용):7일후 개1 팔다1 곳1 함께가다2 약속1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 오늘 여기 오실 때 뭐 타고 오셨어요?
Output:",오늘1 오다1 때1 오다1 방법1 무엇1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 버스 몇 번 타셨어요?
Output:",버스1 앉다1# 얼마2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 서울에 지하철 노인 택배라고 혹시 아시는가?
Output:",서울1 곳1 지하철1 늙다1 보내다6 지시1# 알다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 요즘 아이돌 가수들이 신곡을 많이 내는 거 같아요.
Output:",요즘1 인기1 노래1 지시1# 노래1 새롭다1# 많다1 느끼다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 여러 맛집을 탐방하는 프로그램이 있는데 혹시 보셨어요?
Output:",맛있다1 동네1 순서2 있다1 지시1# 보았다1 방문2#
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 너희 학과 졸업할 때 기준이 어떻게 되지?
Output:",지시1# 전문2 졸업1 때1 기준5 무엇1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 9월부터 공부할 예정인데 어떻게 공부해야 할지 도저히 감이 안 잡혀.
Output:",날짜:9월 부터3 공부1 계획1 공부1 시작1 무엇1# 생각2 강하다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 이번 학기에 목표 같은 거 있어?
Output:",오늘1 학교1 다니다1 때1 목적1 무엇2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나 저번 학기 때 학점이 망해서 3.04가 나왔거든.
Output:",지시1 며칠전1 학기 때1 공부1 게으르다2 자연3 누르다1 04 점수1 나쁘다2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 고마워 좋은 조언 해 줘서.
Output:",좋다1 충고1 고맙다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 취업하고 싶은 분야 회사가 우리나라에 대부분 있어 가지고 꼭 해외로 나갈 필요는 없다고 생각해.
Output:",일하다1 가입1 원하다1 회사1 한국1 대부분2 있다1 자연3 약속1 외국3 비행기1 필요없다1 생각2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 한자 같은 거 공부 안 했었어?
Output:",서류1 공부1 없다4 중국5
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 예전에 할머니랑 같이 살았는데 할머니가 한자를 너무 좋아하셔서 어렸을 때 3급까지 땄었어.
Output:",지시2 과거1 할머니1 함께1 살다1 한적있다1 할머니1 중국5 서류1 좋다1 자연3 지시1 꼬마1 때1 급 지시1# 급 가지다3
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 자기 주도적으로 계획을 세워서 공부하거나 그런 스타일은 아니었어.
Output:",지시1 계획1 공부1 혼자1 알아서하다1 방식1 아니다1
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 나는 돈을 안 쓰면 공부를 안 하기 때문에 일단 무조건 학원에 등록하고 학원에서 맨날 공부했었던 거 같아.
Output:",지시1 기억1 사용1 아니다2 공부1 아니다2 자연3 무조건2 배우다1 다니다2 가입1 배우다1 다니다2 매일1 공부2
"Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 일상생활 | Thema: 일상생활 말뭉치
Input: 다들 오늘 뭐 타고 왔어?
Output:",오늘1 지시1# 오다1 방법1 무엇1
